EMCS/WeatherStation/humidity,EMCS/WeatherStation/temperature,EMCS/WeatherStation/windSpeed,MACS/ElevationAxis/position,MACS/AzimuthAxis/position,ECS/DomeRotation/actualPosition
25.327,7.0248,3.26,39.99999725706533,89.99969443142095,90.0002
25.4248,7.0146,3.34,40.00000005439263,89.99971414698504,90.0
25.4886,7.0135,3.68,40.000003620984934,89.99972752637474,90.0005
25.6402,7.0037,2.98,40.000007712076105,89.9997042937353,89.9998
25.8283,6.9807,2.98,40.000005753947,89.99971459115177,90.0005
25.8417,6.9544,2.5,40.000007047710874,89.99971182644049,90.0002
25.9065,6.9208,3.5,39.99999592833487,89.9997096599946,90.0016
25.882,6.9241,4.19,39.999990998045504,89.99972462569404,90.002
25.8072,6.9333,4.57,39.99999715216556,89.99970361388827,90.0002
25.3999,7.031,2.09,39.999989214749355,89.99971091997777,90.0
25.622,7.0197,2.78,39.999993340807116,89.9997151712879,90.0005
25.9089,6.9913,2.63,40.00000274682015,89.99971393849862,90.0011
26.1003,6.9767,0.5,40.00000110339037,89.99970564436475,90.0009
26.1271,6.9676,3.93,40.00000306151947,89.99971307735903,90.0011
25.9065,7.0193,2.21,39.99999344570689,89.99971244283513,90.0009
25.7242,7.0572,1.95,39.999996802499645,89.99971608681525,90.0009
25.6402,7.0736,1.87,39.99999082321255,89.99971054832805,90.0009
25.5587,7.1067,5.43,40.00000068379127,89.99971409259727,90.0009
25.2704,7.143,1.75,39.99999687243283,89.99971094717165,90.0009
25.1447,7.1688,1.74,39.99999631296737,89.99971393849862,90.0009
25.1159,7.1873,2.28,40.00000519448154,89.99971790880531,90.0009
25.1643,7.2025,2.32,39.99999519403645,89.99971549761449,90.0009
25.2051,7.2181,3.34,39.99999491430372,89.99971354871964,90.0009
25.1423,7.2337,2.76,40.00000117332355,89.99971337649173,90.0009
25.1428,7.2337,1.26,40.00000201252174,89.99971088371926,90.0009
25.1058,7.2283,2.74,40.000000439025136,89.9997158330057,90.0009
25.0823,7.2178,1.71,39.99999942499399,89.99971510783551,90.0009
25.2545,7.1528,1.68,40.00000547421427,89.99971676666229,90.0009
25.1989,7.1449,2.48,40.000002502054016,89.99971658536975,90.0009
25.2349,7.123,1.63,40.000004600049486,89.99971440985922,90.0009
25.1528,7.1281,3.31,40.000009495372254,89.99971140040302,90.0009
25.1461,7.159,4.17,39.99999799136375,89.99971242470588,90.0009
25.1576,7.1775,2.35,39.9999993900274,89.99971643127108,90.0009
25.1648,7.1841,1.6,39.999994634570996,89.99970880791965,90.0009
25.2492,7.1677,1.27,39.99999494927032,89.99970804649095,90.0009
25.2382,7.1539,0.02,40.00000264192038,89.99971000445042,90.0009
25.2684,7.1427,0.45,39.999996487800324,89.99971311361755,90.0009
25.3457,7.13,0.41,39.99999792143057,89.9997081280726,90.0009
25.4042,7.1263,0.74,40.0000033412522,89.99971167234182,90.0009
25.3984,7.1318,1.37,40.00000890094021,89.99971212557318,90.0009
25.3433,7.1394,1.3,39.999997816530794,89.99970713096361,90.0009
25.3773,7.1263,2.22,39.99999585840168,89.99970625169478,90.0009
25.5433,7.0943,2.32,39.99999799136375,89.99970922489248,90.0009
25.7808,7.0641,0.61,40.00000470494926,89.99970952402519,90.0009
25.9597,7.0343,0.89,40.0000013481565,89.9997082277835,90.0009
26.0417,7.007,1.42,40.00000900583998,89.99971014041984,90.0009
25.9842,6.9679,5.56,40.00000753724315,89.99970967812385,90.0009
25.7606,7.0128,1.75,40.0000013831231,89.99971207118541,90.0009
25.6661,7.0594,2.62,40.00000956530544,89.99970764764736,90.0009
25.4968,7.1118,2.8,40.00000348111857,89.99971157263093,90.0009
25.3423,7.1539,4.24,40.000004635016076,89.99971011322594,90.0009
25.2823,7.1898,2.38,40.0000033412522,89.99971208931467,90.0009
25.3116,7.2134,2.9,39.99998813078503,89.99971652191736,90.0009
25.5059,7.2156,7.74,39.99999900539489,89.99971410166191,90.0009
25.5644,7.2199,6.12,39.999996767533055,89.99971709298887,90.0009
25.196,7.2305,6.22,39.99998571809024,89.999716068686,90.0009
24.9974,7.2797,6.89,39.99999082321255,89.99971035797088,90.0009
25.0027,7.2764,5.46,39.99998673212138,89.99971598710435,90.0009
24.9154,7.2558,4.73,40.00000750227656,89.9997124972229,90.0009
24.7499,7.2471,3.76,39.99999054347982,89.99971431921296,90.0009
24.7393,7.2399,4.16,39.9999910330121,89.99971088371926,90.0009
24.7096,7.2261,3.01,39.99999480940395,89.9997112644336,90.0009
24.8093,7.2098,6.35,39.99999921519444,89.99971154543704,90.0009
25.1562,7.1557,4.82,40.00000285171993,89.99971050300492,90.0009
25.3975,7.047,3.51,39.99999585840168,89.9997111284642,90.0009
25.4579,7.0255,2.2,39.99999397020576,89.99971058458657,90.0009
25.4008,7.0248,5.37,39.99998428446,89.99970880791965,90.0009
25.7362,6.9902,3.86,39.999998760628756,89.99971427388982,90.0009
26.0432,6.9796,7.18,40.00000313145266,89.99970699499421,90.0009
26.1732,6.9763,5.14,39.999994634570996,89.99970939712041,90.0009
26.155,6.9709,2.3,39.99999383033939,89.99970891669517,90.0009
26.1545,6.9643,6.65,39.99999715216556,89.99970834562366,90.0009
26.084,6.9913,4.92,40.00000956530544,89.99970838188216,90.0009
25.9338,7.0623,4.3,40.000007782009284,89.99970796490932,90.0009
25.8431,7.1129,2.51,40.00000515951495,89.99970781081065,90.0009
25.7338,7.155,1.68,40.00000536931449,89.99970765671199,90.0009
25.5803,7.1895,2.15,40.00000173278901,89.9997080918141,90.0009
25.5798,7.2025,1.09,40.00001299203138,89.999709261151,90.0009
25.6858,7.1964,3.73,40.000008726107254,89.99970907079383,90.0009
25.586,7.204,1.97,39.99999285127484,89.99970849972232,90.0009
25.5083,7.2181,1.9,40.000010789136134,89.99970810087872,90.0009
25.491,7.2261,1.86,40.000013201830924,89.99971158169555,90.0009
25.5016,7.2268,1.11,40.000000963524,89.99971030358313,90.0009
25.5121,7.2268,1.98,40.000003586018344,89.99970781987528,90.0009
25.516,7.2279,1.89,40.000007327443605,89.99970965092997,90.0009
25.7909,7.2051,1.04,40.00000026419218,89.99971028545387,90.0009
25.9424,7.1775,0.39,40.00000760717633,89.99970607040224,90.0009
25.9722,7.1517,0.57,40.00000781697588,89.99970580752804,90.0009
25.9587,7.1256,0.88,39.999998830561935,89.99971261506305,90.0009
25.9655,7.1071,0.83,39.999998096263525,89.99971014041984,90.0009
25.976,7.0925,1.0,39.99999550873577,89.99971459115177,90.0009
26.0345,7.0707,1.06,39.99998935461572,89.99971595084584,90.0009
26.1314,7.0317,1.93,39.99998813078503,89.9997139656925,90.0009
26.1732,6.969,4.07,40.000003900717665,89.99971320426381,90.0009
26.0878,6.996,2.04,39.99999323590735,89.99970752980721,90.0009
26.0322,7.0197,1.54,39.999999145261256,89.9997101313552,90.0009
26.0398,7.0266,2.03,40.000002222321285,89.99971043955253,90.0009
25.988,7.0354,3.98,39.999989599381855,89.9997083637529,90.0009
25.8599,7.0736,1.18,39.99999424993849,89.99971296858351,90.0009
25.7467,7.1045,3.98,39.99999187221029,89.99971809916248,90.0009
25.6983,7.1318,4.64,40.00000341118539,89.9997131680053,90.0009
25.7515,7.1216,3.29,40.00000162788923,89.99971335836247,90.0009
25.8834,7.0699,3.73,40.000005718980404,89.99970807368484,90.0009
25.9549,7.0175,2.48,40.00000208245492,89.99970890763053,90.0009
26.0494,6.9803,2.64,39.99999204704324,89.99970727599765,90.0009
26.0317,6.9519,2.41,39.99999687243283,89.9997150353185,90.0009
26.0485,6.9435,1.32,39.99999019381391,89.99971377533532,90.0009
26.1396,6.9044,3.05,39.99999529893623,89.99971117378733,90.0009
26.1204,6.8795,9.19,39.999996138134414,89.99971747370321,90.0009
25.6047,6.9219,6.74,39.99999956486035,89.99971285074335,90.0009
25.503,6.976,5.02,39.99999484437054,89.99970946963742,90.0009
25.5304,6.9865,6.81,40.00000348111857,89.99970800116782,90.0009
25.4138,6.9949,7.09,40.00000211742151,89.99970800116782,90.0009
25.114,7.0408,6.56,40.00000498468199,89.9997111284642,90.0009
25.1735,7.0547,6.74,40.00000323635243,89.99971285980799,90.0009
25.3658,7.0215,2.82,40.00001432076184,89.99971174485884,90.0009
25.468,7.0132,5.33,40.00000211742151,89.99971165421258,90.0009
25.5275,7.0219,3.96,40.00000491474881,89.99971498999537,90.0009
25.6325,7.0143,8.08,39.99999176731051,89.99971222528409,90.0009
25.5117,7.0365,6.36,39.9999957884685,89.9997111647227,90.0011
25.4479,7.0929,4.99,39.99999921519444,89.99971153637242,90.0009
25.3265,7.1289,3.24,39.99999211697643,89.99971026732462,90.0009
25.2852,7.1452,3.28,40.00000648824541,89.99971073868522,90.0009
25.5054,7.0936,4.08,40.00002131408009,89.99971394756324,90.0009
25.6585,7.0139,4.48,40.000007991808836,89.99971090184852,90.0011
25.5404,6.9672,4.64,40.000001942588554,89.99971472712117,90.0011
25.5045,6.9479,2.91,39.99999456463781,89.99971486309059,90.0009
25.3927,6.9548,1.08,39.99998557822387,89.99971877900953,90.0011
25.3975,6.9603,0.86,39.99998501875841,89.99970756606572,90.0011
25.4728,6.9431,5.64,39.99999239670915,89.99970924302174,90.0009
25.2771,6.9584,2.37,40.00001075416954,89.9997063604703,90.0009
25.255,6.9727,2.6,40.00000984503817,89.99970927021562,90.0009
25.3581,6.95,2.93,40.00001001987113,89.99971137320912,90.0011
